accession	genome_lineage	hedgehog_set_hash	hedgehog_precision	id	pct
EPI_ISL_10225415	BA.1.1	BA.1.1	BA.1.1_2	NV-NSPHL-22-00039096|EPI_ISL_10225415|USA|BA.1.1|2022-02-14	99.6183934363671
EPI_ISL_10226781	BA.1	BA.1	BA.1_4	RI-CDC-2-5590029|EPI_ISL_10226781|USA|BA.1|2022-01-28	99.6374737645487
EPI_ISL_10227949	BA.1.1	BA.1.1	BA.1.1_2	CA-CDC-ASC210547358|EPI_ISL_10227949|USA|BA.1.1|2022-02-05	99.6374737645487
EPI_ISL_10231435	BA.1.1.8	BA.1.1	BA.1.1_3	NC-CDC-MMB13995073|EPI_ISL_10231435|USA|BA.1.1.8|2022-01-28	98.1873688227437
EPI_ISL_10231943	BA.1	BA.1	BA.1_4	WSSEGorzow-22S1345|EPI_ISL_10231943|Poland|BA.1|2022-02-06	93.340965464606
EPI_ISL_10232698	BA.1.20	BA.1.15	BA.1.15	CA-CDC-FG-272324|EPI_ISL_10232698|USA|BA.1.20|2022-02-10	93.6844113718756
EPI_ISL_10233367	BA.1.1	BA.1.1	BA.1.1_2	CA-CDC-FG-272017|EPI_ISL_10233367|USA|BA.1.1|2022-02-12	91.2612096928067
EPI_ISL_10234534	BA.1.20	BA.1.15	BA.1.15	MN-CDC-QDX33539930|EPI_ISL_10234534|USA|BA.1.20|2022-01-29	99.6374737645487
EPI_ISL_10235875	BA.1	BA.1.1	BA.1.1_2	BC-BCCDC-347150|EPI_ISL_10235875|Canada|BA.1|2022-01-23	99.2940278572791
EPI_ISL_10235979	BA.1.1	BA.1.1	BA.1.1_2	MI-CDC-QDX33539972|EPI_ISL_10235979|USA|BA.1.1|2022-01-31	99.6374737645487
EPI_ISL_10237184	BA.1.1	BA.1.1	BA.1.1_2	NJ-CDC-QDX33591743|EPI_ISL_10237184|USA|BA.1.1|2022-02-05	99.6374737645487
EPI_ISL_10237788	BA.1.1	BA.1.1	BA.1.1_2	PA-CDC-MMB13947428|EPI_ISL_10237788|USA|BA.1.1|2022-01-27	97.1951917572982
EPI_ISL_10237891	BA.1.18	BA.1	BA.1_4	GA-CDC-MMB13957268|EPI_ISL_10237891|USA|BA.1.18|2022-01-27	97.1951917572982
EPI_ISL_10239413	BA.1.1	BA.1.1	BA.1.1_2	MA-MASPHL-09806|EPI_ISL_10239413|USA|BA.1.1|2022-01-07	99.0459835909178
EPI_ISL_10240293	BA.2.2	BA.2.2	BA.2.2	VM22015702|EPI_ISL_10240293|Hong Kong|BA.2.2|2022-02-10	99.8091967181836
EPI_ISL_10240795	BA.1.1	BA.1.1	BA.1.1_2	UT-UPHL-220218192812|EPI_ISL_10240795|USA|BA.1.1|2022-01-31	99.6374737645487
EPI_ISL_10243438	BA.1.1.15	BA.1.1	BA.1.1_3	MILK-3733A60|EPI_ISL_10243438|United Kingdom|BA.1.1.15|2022-02-16	99.6374737645487
EPI_ISL_10244616	BA.2	BA.2	BA.2_1	MILK-372C174|EPI_ISL_10244616|United Kingdom|BA.2|2022-02-16	99.8091967181836
EPI_ISL_10245425	BA.2	A	A_14	MILK-3728CFF|EPI_ISL_10245425|United Kingdom|BA.2|2022-02-16	99.8091967181836
EPI_ISL_10246220	BA.1	BA.1	BA.1_4	MILK-36FE604|EPI_ISL_10246220|United Kingdom|BA.1|2022-02-14	99.6374737645487
EPI_ISL_10246584	BA.2.10	A	A_14	QEUH-36D1072|EPI_ISL_10246584|United Kingdom|BA.2.10|2022-02-12	99.8091967181836
EPI_ISL_10247787	BA.1.1	BA.1.1	BA.1.1_3	PHEC-5T0A1Z97|EPI_ISL_10247787|United Kingdom|BA.1.1|2022	91.8145392100744
EPI_ISL_10248074	BA.1.18	BA.1.15	BA.1.15	BFC-HMN-22022140104|EPI_ISL_10248074|France|BA.1.18|2022-02-07	92.9784392291547
EPI_ISL_10248188	BA.2	BA.2	BA.2_1	GES-HMN-22022160669|EPI_ISL_10248188|France|BA.2|2022-02-14	99.8091967181836
EPI_ISL_10250086	BA.1	BA.1.15	BA.1.15	CO-CDPHE-2102782787|EPI_ISL_10250086|USA|BA.1|2022-01-26	69.5287158939134
EPI_ISL_10251467	BA.1.1	A	A_1	VS-UV-355|EPI_ISL_10251467|Chile|BA.1.1|2022-01-09	58.7292501431025
EPI_ISL_10253640	BA.1.1	BA.1.1	BA.1.1_2	CO-CDPHE-2102901543|EPI_ISL_10253640|USA|BA.1.1|2022-01-17	88.3800801373784
EPI_ISL_10254205	BA.1.1	BA.1.1	BA.1.1_2	PZH-UMB-16035|EPI_ISL_10254205|Poland|BA.1.1|2022-02-10	99.6374737645487
EPI_ISL_10258899	BA.1.18	BA.1	BA.1_3	DCGC-384547|EPI_ISL_10258899|Denmark|BA.1.18|2022-02-17	99.6183934363671
EPI_ISL_10261714	BA.1.17	BA.1	BA.1_3	QLD38326|EPI_ISL_10261714|Australia|BA.1.17|2022-01-13	99.5993131081855
EPI_ISL_10263785	BA.1.17	BA.1	BA.1_2	QLD37925|EPI_ISL_10263785|Australia|BA.1.17|2022-01-08	99.5039114672772
EPI_ISL_10266684	BA.1	A	A_1	B30b42_SN-IR2-0051281|EPI_ISL_10266684|Senegal|BA.1|2022-02-05	45.7927876359473
EPI_ISL_10266708	BA.1.1	BA.1.1	BA.1.1_2	CHUNamur14049532|EPI_ISL_10266708|Belgium|BA.1.1|2022-02-18	99.6374737645487
EPI_ISL_10268638	BA.1	BA.1.1	BA.1.1_2	APU-13710|EPI_ISL_10268638|Peru|BA.1|2022-01-21	96.565540927304
EPI_ISL_10269850	BA.1.1	BA.1.1	BA.1.1_2	MA-CDC-LC0533122|EPI_ISL_10269850|USA|BA.1.1|2022-02-07	99.6374737645487
EPI_ISL_10270619	BA.1	BA.1	BA.1_3	NY-WMC2021-1194|EPI_ISL_10270619|USA|BA.1|2021-12-25	93.875214653692
EPI_ISL_10272633	BA.1.1	BA.1.1	BA.1.1_2	NY-GBW-JFK000001|EPI_ISL_10272633|USA|BA.1.1|2021-12-29	96.5846212554856
EPI_ISL_10273161	BA.1.1	BA.1.1	BA.1.1_1	MT-CDC-LC0538122|EPI_ISL_10273161|USA|BA.1.1|2022-02-10	99.6374737645487
EPI_ISL_10273203	BA.1.1	BA.1.1	BA.1.1_2	AZ-CDC-LC0537902|EPI_ISL_10273203|USA|BA.1.1|2022-02-10	99.6374737645487
EPI_ISL_10274333	BA.1.15	BA.1.15	BA.1.15	OR-CDC-ASC210697863|EPI_ISL_10274333|USA|BA.1.15|2022-02-08	99.6374737645487
EPI_ISL_10274368	BA.1.1	BA.1.1	BA.1.1_2	MI-CDC-ASC210698079|EPI_ISL_10274368|USA|BA.1.1|2022-02-08	99.6374737645487
EPI_ISL_10274767	BA.1.1	BA.1.1	BA.1.1_2	BL-ETHZ-36308409|EPI_ISL_10274767|Switzerland|BA.1.1|2022-02-10	89.2386949055524
EPI_ISL_10277350	BA.1.1.18	BA.1.1	BA.1.1_2	GA-CDC-MMB14217562|EPI_ISL_10277350|USA|BA.1.1.18|2022-02-07	97.1951917572982
EPI_ISL_10278257	BA.1.1.18	BA.1.1	BA.1.1_2	CA-CDC-FG-273760|EPI_ISL_10278257|USA|BA.1.1.18|2022-02-08	95.6115245182217
EPI_ISL_10278314	BA.1.1	BA.1.1	BA.1.1_2	CA-CDC-FG-275128|EPI_ISL_10278314|USA|BA.1.1|2022-02-09	97.7294409463843
EPI_ISL_10279318	BA.1.15	BA.1	BA.1_3	MN-CDC-IBX142171603784|EPI_ISL_10279318|USA|BA.1.15|2022-02-10	96.2602556763976
EPI_ISL_10280752	BA.1.17	BA.1	BA.1_4	CM-HGUCR-821470|EPI_ISL_10280752|Spain|BA.1.17|2022-02-03	99.6374737645487
EPI_ISL_10282027	BA.1.1	BA.1.1	BA.1.1_2	TN-ASC-210541012|EPI_ISL_10282027|USA|BA.1.1|2022-01-23	99.6374737645487
EPI_ISL_10283800	BA.2	A	A_14	SH-RKI-I-545068|EPI_ISL_10283800|Germany|BA.2|2022-02-07	99.8091967181836
EPI_ISL_10284931	BA.2	A	A_17	MILK-3772582|EPI_ISL_10284931|United Kingdom|BA.2|2022-02-19	99.8091967181836
EPI_ISL_10287489	BA.1.1	BA.1.1	BA.1.1_2	MILK-375FE44|EPI_ISL_10287489|United Kingdom|BA.1.1|2022-02-17	96.0312917382179
EPI_ISL_10287760	BA.2.16	A	A_14	LSPA-3762BB0|EPI_ISL_10287760|United Kingdom|BA.2.16|2022-02-14	99.8091967181836
EPI_ISL_10288359	BA.1.1	BA.1.1	BA.1.1_2	LSPA-374B92C|EPI_ISL_10288359|United Kingdom|BA.1.1|2022-02-16	99.6374737645487
EPI_ISL_10288538	BA.1.14	BA.1	BA.1_3	NW-RKI-I-547846|EPI_ISL_10288538|Germany|BA.1.14|2022-02-10	99.6374737645487
EPI_ISL_10288778	BA.1	BA.1	BA.1_4	NW-RKI-I-547909|EPI_ISL_10288778|Germany|BA.1|2022-02-10	99.6374737645487
EPI_ISL_10290935	BA.2	A	A_17	NW-RKI-I-550154|EPI_ISL_10290935|Germany|BA.2|2022-02-10	99.8091967181836
EPI_ISL_10293775	BA.1	BA.1.15	BA.1.15	RP-RKI-I-554017|EPI_ISL_10293775|Germany|BA.1|2022-02-11	99.6374737645487
EPI_ISL_10293905	BA.1.1	BA.1.1	BA.1.1_2	NW-RKI-I-554148|EPI_ISL_10293905|Germany|BA.1.1|2022-02-12	99.6374737645487
EPI_ISL_10293926	BA.1.1	BA.1.1	BA.1.1_2	NW-RKI-I-554169|EPI_ISL_10293926|Germany|BA.1.1|2022-02-12	99.6374737645487
EPI_ISL_10295849	BA.2	A	A_17	SH-RKI-I-558047|EPI_ISL_10295849|Germany|BA.2|2022-02-09	99.8091967181836
EPI_ISL_10296606	BA.1.1	BA.1.1	BA.1.1_2	HE-RKI-I-558846|EPI_ISL_10296606|Germany|BA.1.1|2022-02-09	99.6183934363671
EPI_ISL_10296792	BA.1.1	BA.1.1	BA.1.1_2	Bangkok-CONI-1965|EPI_ISL_10296792|Thailand|BA.1.1|2022-01-29	82.4842587292501
EPI_ISL_10296999	BA.1	BA.1.15	BA.1.15	HH-RKI-I-559222|EPI_ISL_10296999|Germany|BA.1|2022-02-09	99.6374737645487
EPI_ISL_10297490	BA.1.20	BA.1.15	BA.1.15	DC-DFS-PHL-05682|EPI_ISL_10297490|USA|BA.1.20|2021-12-30	74.2987979393246
EPI_ISL_10300050	BA.1.1	BA.1.1	BA.1.1_2	CO-CDPHE-2102816556|EPI_ISL_10300050|USA|BA.1.1|2022-01-27	99.6374737645487
EPI_ISL_10303837	BA.2	BA.2.12.1	BA.2.12.1	SN-RKI-I-564850|EPI_ISL_10303837|Germany|BA.2|2022-02-17	88.7616867010113
EPI_ISL_10305815	BA.2.9	A	A_17	BE-RKI-I-565667|EPI_ISL_10305815|Germany|BA.2.9|2022-02-14	99.7901163900019
EPI_ISL_10306891	BA.1.14	BA.1.15	BA.1.15	SH-RKI-I-566399|EPI_ISL_10306891|Germany|BA.1.14|2022-02-11	99.6374737645487
EPI_ISL_10309063	BA.1.1	BA.1.15	BA.1.15	SP-IB_151345|EPI_ISL_10309063|Brazil|BA.1.1|2022-02-04	84.9265407365007
EPI_ISL_10309236	BA.1.14.1	BA.1.15	BA.1.15	SP-IB_151160|EPI_ISL_10309236|Brazil|BA.1.14.1|2022-01-31	88.5136424346499
EPI_ISL_10309930	BA.1.1	BA.1.1	BA.1.1_2	SP-IB_151748|EPI_ISL_10309930|Brazil|BA.1.1|2022-01-26	97.958404884564
EPI_ISL_10310988	BA.1.1	BA.1.1	BA.1.1_2	TH-RKI-I-567344|EPI_ISL_10310988|Germany|BA.1.1|2022-01-18	99.5611524518222
EPI_ISL_10311135	BA.2	BA.2	BA.2_1	RI-CDCBI-CRSP_D22QMBBIXZ23SPSP|EPI_ISL_10311135|USA|BA.2|2022-02-08	95.2108376264072
EPI_ISL_10311612	BA.1.1	BA.1.1	BA.1.1_2	TN-ASC-210600283|EPI_ISL_10311612|USA|BA.1.1|2022-01-17	99.6374737645487
EPI_ISL_10316296	BA.1	BA.1.15	BA.1.15	LTU000_NVSPL_MB10460|EPI_ISL_10316296|Lithuania|BA.1|2022-02-01	96.8708261782103
EPI_ISL_10317069	BA.1.1	BA.1.1	BA.1.1_3	ST-MD5777|EPI_ISL_10317069|Germany|BA.1.1|2022-01-19	84.5258538446861
EPI_ISL_10317224	BA.1.17.2	BA.1.17.2	BA.1.17.2	ST-MD6097|EPI_ISL_10317224|Germany|BA.1.17.2|2022-01-29	99.6374737645487
EPI_ISL_10317365	BA.2	A	A_17	ST-MD6467|EPI_ISL_10317365|Germany|BA.2|2022-02-07	99.8091967181836
EPI_ISL_10318907	BA.2	BA.2	BA.2_1	DCGC-385981|EPI_ISL_10318907|Denmark|BA.2|2022-02-15	89.4485785155505
EPI_ISL_10319003	BA.2	BA.2	BA.2_1	DCGC-386081|EPI_ISL_10319003|Denmark|BA.2|2022-02-19	91.2230490364434
EPI_ISL_10319434	BA.1.1	BA.1.1	BA.1.1_2	CONI-2082|EPI_ISL_10319434|Thailand|BA.1.1|2022-02-02	99.6374737645487
EPI_ISL_10321155	BA.1.1	BA.1	BA.1_4	CO-CDC-MMB14143049|EPI_ISL_10321155|USA|BA.1.1|2022-02-03	97.1951917572982
EPI_ISL_10322698	BA.1.15	BA.1	BA.1_4	GA-CDC-MMB14319509|EPI_ISL_10322698|USA|BA.1.15|2022-02-11	97.1951917572982
EPI_ISL_10322772	BA.1	BA.1	BA.1_3	CA-CDC-FG-274933|EPI_ISL_10322772|USA|BA.1|2022-02-09	93.7988933409655
EPI_ISL_10331003	BA.1.1	BA.1.15	BA.1.15	DC-DFS-PHL-05732|EPI_ISL_10331003|USA|BA.1.1|2022-01-05	64.2434649875978
EPI_ISL_10331828	BA.1	BA.1.15	BA.1.15	CA-CDC-ASC210547296|EPI_ISL_10331828|USA|BA.1|2022-02-04	99.6374737645487
EPI_ISL_10332161	BA.1.15	BA.1	BA.1_3	TX-CDC-ASC210548639|EPI_ISL_10332161|USA|BA.1.15|2022-02-07	97.691280290021
EPI_ISL_10333977	BA.1	BA.1.15	BA.1.15	KS-CDC-ASC210700689|EPI_ISL_10333977|USA|BA.1|2022-02-09	99.6374737645487
EPI_ISL_10334440	BA.1.1	BA.1.1	BA.1.1_3	WACCBIP-GS2359|EPI_ISL_10334440|Ghana|BA.1.1|2021-12-21	81.2058767410799
EPI_ISL_10335150	BA.1	BA.1.15	BA.1.15	ULB-IBC_CV8439029201|EPI_ISL_10335150|Belgium|BA.1|2022-02-07	99.6374737645487
EPI_ISL_10335838	BA.2	A	A_14	MILK-37940D4|EPI_ISL_10335838|United Kingdom|BA.2|2022-02-19	99.8091967181836
EPI_ISL_10336430	BA.1.1.1	BA.1.1	BA.1.1_2	QEUH-378AEE6|EPI_ISL_10336430|United Kingdom|BA.1.1.1|2022-02-18	99.6374737645487
EPI_ISL_10337431	BA.1.1.13	BA.1.1	BA.1.1_3	QEUH-377A07A|EPI_ISL_10337431|United Kingdom|BA.1.1.13|2022-02-17	99.6374737645487
EPI_ISL_10338044	BA.2	A	A_14	QEUH-3734917|EPI_ISL_10338044|United Kingdom|BA.2|2022-02-15	99.8091967181836
EPI_ISL_10338064	BA.1.1	BA.1.1	BA.1.1_3	ALDP-37359E9|EPI_ISL_10338064|United Kingdom|BA.1.1|2022-02-15	99.6374737645487
EPI_ISL_10340980	BA.1.1.2	BA.1.1	BA.1.1_3	TKYkbm4830|EPI_ISL_10340980|Japan|BA.1.1.2|2022-01-17	99.6374737645487
EPI_ISL_10347292	BA.1.17	BA.1	BA.1_4	MC-HCUVA-89071165|EPI_ISL_10347292|Spain|BA.1.17|2022-01-11	98.1492081663805
EPI_ISL_10348110	BA.2.10	A	A_14	KDCA29868|EPI_ISL_10348110|South Korea|BA.2.10|2022-01-21	99.7519557336386
EPI_ISL_10350354	BA.1.1	BA.1.1	BA.1.1_2	DHSC-CYB7H1Z|EPI_ISL_10350354|United Kingdom|BA.1.1|2022-02-02	93.340965464606
EPI_ISL_10353900	BA.1.17.2	BA.1.17.2	BA.1.17.2	DHSC-CYBDGY8|EPI_ISL_10353900|United Kingdom|BA.1.17.2|2022-01-31	97.1951917572982
EPI_ISL_10354654	BA.1.17.2	BA.1	BA.1_4	DHSC-CYBFOTS|EPI_ISL_10354654|United Kingdom|BA.1.17.2|2022-01-04	97.1951917572982
EPI_ISL_10356083	BA.1.1	BA.1.1	BA.1.1_2	DHSC-CYBMTTJ|EPI_ISL_10356083|United Kingdom|BA.1.1|2022-02-08	96.3938179736691
EPI_ISL_10356893	BA.1	BA.1	BA.1_4	DHSC-CYBQ9SM|EPI_ISL_10356893|United Kingdom|BA.1|2022-01-02	97.2524327418432
EPI_ISL_10357154	BA.1.17.2	BA.1.17.2	BA.1.17.2	DHSC-CYBRBC1|EPI_ISL_10357154|United Kingdom|BA.1.17.2|2022-01-31	86.1667620683076
EPI_ISL_10357481	BA.1	BA.1	BA.1_4	7152|EPI_ISL_10357481|Norway|BA.1|2022-01-31	99.6374737645487
EPI_ISL_10358346	BA.1.1	BA.1.1	BA.1.1_2	DHSC-CYBWN6M|EPI_ISL_10358346|United Kingdom|BA.1.1|2022-01-20	93.340965464606
EPI_ISL_10358827	BA.1	BA.1.1.16	BA.1.1.16	IMBA_IMP-1558_H04|EPI_ISL_10358827|Austria|BA.1|2022-02-13	49.7996565540927
EPI_ISL_10361421	BA.1	BA.1	BA.1_1	PUE_InDRE_FB9546_E21314775893_S11969|EPI_ISL_10361421|Mexico|BA.1|2022-01-25	97.6149589772944
EPI_ISL_10365360	BA.1.1	BA.1.1	BA.1.1_2	DHSC-CYDH9GP|EPI_ISL_10365360|United Kingdom|BA.1.1|2021-12-21	97.2524327418432
EPI_ISL_10366345	BA.1	BA.1.1	BA.1.1_3	OCC-HCL722000641401|EPI_ISL_10366345|France|BA.1|2022-02-06	99.6374737645487
EPI_ISL_10368939	BA.1	BA.1	BA.1_4	CA-CDC-ASC210551978|EPI_ISL_10368939|USA|BA.1|2022-02-09	96.9471474909368
EPI_ISL_10369447	BA.2	BA.2	BA.2_1	MH-INSACOGIP10301|EPI_ISL_10369447|India|BA.2|2022-02-05	99.8091967181836
EPI_ISL_10369718	BA.1.1	BA.1.1	BA.1.1_2	CO-CDC-ASC210551088|EPI_ISL_10369718|USA|BA.1.1|2022-02-09	99.6374737645487
EPI_ISL_10373043	BA.1.18	BA.1.15	BA.1.15	CT-CDC-ASC210553045|EPI_ISL_10373043|USA|BA.1.18|2022-02-11	99.6374737645487
EPI_ISL_10376342	BA.1.1	BA.1.1	BA.1.1_2	DHSC-CYN3SCT|EPI_ISL_10376342|United Kingdom|BA.1.1|2022-02-05	97.1951917572982
EPI_ISL_10379018	BA.1	BA.1	BA.1_4	DHSC-CYNAN6N|EPI_ISL_10379018|United Kingdom|BA.1|2022-01-31	94.466704827323
EPI_ISL_10380028	BA.1.1.15	BA.1.1	BA.1.1_2	DHSC-CYND8PM|EPI_ISL_10380028|United Kingdom|BA.1.1.15|2021-12-20	97.1951917572982
EPI_ISL_10380298	BA.1.17	BA.1	BA.1_4	DHSC-CYNE1ZB|EPI_ISL_10380298|United Kingdom|BA.1.17|2022-01-10	93.340965464606
EPI_ISL_10380622	BA.1	BA.1	BA.1_4	DHSC-CYNETM5|EPI_ISL_10380622|United Kingdom|BA.1|2022-02-04	97.1951917572982
EPI_ISL_10383693	BA.2.10	A	A_14	NJ-CDC-QDX33831835|EPI_ISL_10383693|USA|BA.2.10|2022-02-12	99.8091967181836
EPI_ISL_10383919	BA.1.15	BA.1	BA.1_4	OR-OSPHL05155|EPI_ISL_10383919|USA|BA.1.15|2022-02-08	97.1951917572982
EPI_ISL_10384521	BA.1.15.1	BA.1.15.1	BA.1.15.1	DHSC-CYNT9YO|EPI_ISL_10384521|United Kingdom|BA.1.15.1|2021-12-18	97.958404884564
EPI_ISL_10386588	BA.1.1	BA.1.1	BA.1.1_2	MT-CDC-ASC210696999|EPI_ISL_10386588|USA|BA.1.1|2022-02-11	99.6374737645487
EPI_ISL_10387815	BA.1.1.18	BA.1.1	BA.1.1_2	TN-CDC-ASC210698744|EPI_ISL_10387815|USA|BA.1.1.18|2022-02-11	96.9280671627552
EPI_ISL_10387904	BA.1.1	BA.1.1	BA.1.1_2	TX-CDC-ASC210553678|EPI_ISL_10387904|USA|BA.1.1|2022-02-11	96.832665521847
EPI_ISL_10389200	BA.1.1	BA.1.1	BA.1.1_2	DHSC-CYYAQ4Y|EPI_ISL_10389200|United Kingdom|BA.1.1|2022-02-02	93.5508490746041
EPI_ISL_10389344	BA.1	BA.1	BA.1_4	DHSC-CYYB477|EPI_ISL_10389344|United Kingdom|BA.1|2022-02-04	97.4813966800229
EPI_ISL_10389575	BA.1.1	BA.1.1	BA.1.1_3	WV-CDC-ASC210553910|EPI_ISL_10389575|USA|BA.1.1|2022-02-12	99.6374737645487
EPI_ISL_10389867	BA.1.1	BA.1.1	BA.1.1_2	NJ-CDC-ASC210554135|EPI_ISL_10389867|USA|BA.1.1|2022-02-12	99.6374737645487
EPI_ISL_10390211	BA.2	A	A_14	NH-CDC-ASC210554823|EPI_ISL_10390211|USA|BA.2|2022-02-12	99.8091967181836
EPI_ISL_10393323	BA.1	BA.1	BA.1_4	DHSC-CYYT9OT|EPI_ISL_10393323|United Kingdom|BA.1|2022-02-05	97.1951917572982
EPI_ISL_10395292	BA.2.9	A	A_17	PHWC-PEJO69|EPI_ISL_10395292|United Kingdom|BA.2.9|2022-02-02	99.8091967181836
EPI_ISL_10396320	BA.1.1	BA.1.1	BA.1.1_2	IL-IDPH-PER-SV-002565|EPI_ISL_10396320|USA|BA.1.1|2021-12-29	99.6374737645487
EPI_ISL_10396851	BA.1.1	BA.1.1	BA.1.1_2	ND-NDDH-11952|EPI_ISL_10396851|USA|BA.1.1|2022-02-17	91.2612096928067
EPI_ISL_10397730	BA.1.1	BA.1.1	BA.1.1_2	WA-PHL-014707|EPI_ISL_10397730|USA|BA.1.1|2022-02-15	96.0312917382179
EPI_ISL_10397944	BA.1.1	BA.1.1	BA.1.1_2	WA-PHL-014926|EPI_ISL_10397944|USA|BA.1.1|2022-02-14	96.0312917382179
EPI_ISL_10399968	BA.2	BA.2	BA.2_1	DCGC-390148|EPI_ISL_10399968|Denmark|BA.2|2022-02-15	99.7901163900019
EPI_ISL_10400755	BA.2	A	A_17	DCGC-390940|EPI_ISL_10400755|Denmark|BA.2|2022-02-15	99.8091967181836
EPI_ISL_10401013	BA.2.9	A	A_17	DCGC-391199|EPI_ISL_10401013|Denmark|BA.2.9|2022-02-15	99.8091967181836
EPI_ISL_10401376	BA.2	BA.2	BA.2_1	DCGC-391564|EPI_ISL_10401376|Denmark|BA.2|2022-02-15	99.7710360618203
EPI_ISL_10402851	BA.2	BA.2	BA.2_1	Kce-2466|EPI_ISL_10402851|Poland|BA.2|2022-02-21	94.7529097500477
EPI_ISL_10403715	BA.1	BA.1	BA.1_1	2202-1096_wsselodz|EPI_ISL_10403715|Poland|BA.1|2022-02-06	88.8380080137378
EPI_ISL_10403914	BA.1.1	BA.1.15	BA.1.15	CA-CDPH-500045148|EPI_ISL_10403914|USA|BA.1.1|2022-01-06	80.1182980347262
EPI_ISL_10404677	BA.1.1	BA.1.1	BA.1.1_2	CA-CDPH-3000302347|EPI_ISL_10404677|USA|BA.1.1|2022-01-14	95.7260064873116
EPI_ISL_10405054	BA.1	BA.2	BA.2_1	CA-CDPH-3000306855|EPI_ISL_10405054|USA|BA.1|2022-02-01	92.2343064300706
EPI_ISL_10406489	BA.1.1	BA.1	BA.1_3	Kumamoto-K3275|EPI_ISL_10406489|Japan|BA.1.1|2022-01	97.5767983209311
EPI_ISL_10407931	BA.1	BA.1.15	BA.1.15	CA-CDPH-3000316071|EPI_ISL_10407931|USA|BA.1|2022-02-15	69.0517076893723
EPI_ISL_10408599	BA.1.15	BA.1.15	BA.1.15	CO-CDPHE-2102853245|EPI_ISL_10408599|USA|BA.1.15|2022-01-06	99.6374737645487
EPI_ISL_10408884	BA.1.1.18	BA.1.1	BA.1.1_3	CO-CDPHE-2102872582|EPI_ISL_10408884|USA|BA.1.1.18|2022-01-30	92.4441900400687
EPI_ISL_10410562	BA.1.1	BA.1.1	BA.1.1_2	CA-CDPH-3000306290|EPI_ISL_10410562|USA|BA.1.1|2022-02-01	99.6374737645487
EPI_ISL_10410617	BA.1.1	BA.1.1	BA.1.1_2	CA-CDPH-3000310279|EPI_ISL_10410617|USA|BA.1.1|2022-02-06	89.1623735928258
EPI_ISL_10412484	BA.1.1	BA.1.1	BA.1.1_2	LSPA-37E5BD3|EPI_ISL_10412484|United Kingdom|BA.1.1|2022-02-21	95.9931310818546
EPI_ISL_10413071	BA.1.1.12	BA.1.1	BA.1.1_3	MILK-37DE1BD|EPI_ISL_10413071|United Kingdom|BA.1.1.12|2022-02-19	99.6374737645487
EPI_ISL_10413364	BA.1	BA.1.15	BA.1.15	ALDP-37D8687|EPI_ISL_10413364|United Kingdom|BA.1|2022-02-19	99.6374737645487
EPI_ISL_10414246	BA.1.17	BA.1.15	BA.1.15	MILK-37DF741|EPI_ISL_10414246|United Kingdom|BA.1.17|2022-02-21	99.6374737645487
EPI_ISL_10415265	BA.1.17.2	BA.1.17.2	BA.1.17.2	MILK-37B82F2|EPI_ISL_10415265|United Kingdom|BA.1.17.2|2022-02-20	99.6374737645487
EPI_ISL_10415508	BA.2	A	A_17	MILK-37B8AEB|EPI_ISL_10415508|United Kingdom|BA.2|2022-02-20	99.8091967181836
EPI_ISL_10415585	BA.1.1	BA.1.1	BA.1.1_3	LSPA-37BF02E|EPI_ISL_10415585|United Kingdom|BA.1.1|2022-02-19	99.6374737645487
EPI_ISL_10416452	BA.1.1	BA.1.1	BA.1.1_3	LSPA-37B7150|EPI_ISL_10416452|United Kingdom|BA.1.1|2022-02-19	99.6374737645487
EPI_ISL_10417032	BA.1.1	BA.1.1	BA.1.1_3	ALDP-37B3C35|EPI_ISL_10417032|United Kingdom|BA.1.1|2022-02-18	99.6374737645487
EPI_ISL_10417278	BA.2	A	A_17	MILK-37CBEDA|EPI_ISL_10417278|United Kingdom|BA.2|2022-02-20	99.8091967181836
EPI_ISL_10417972	BA.1	BA.1.15	BA.1.15	QEUH-37D1624|EPI_ISL_10417972|United Kingdom|BA.1|2022-02-19	99.6374737645487
EPI_ISL_10419252	BA.2	A	A_14	ALDP-37BBB03|EPI_ISL_10419252|United Kingdom|BA.2|2022-02-20	99.8091967181836
EPI_ISL_10421569	BA.2	BA.2	BA.2_1	MILK-37998AA|EPI_ISL_10421569|United Kingdom|BA.2|2022-02-19	99.8091967181836
EPI_ISL_10423231	BA.1.15.1	BA.1.15.1	BA.1.15.1	MILK-36DEFC3|EPI_ISL_10423231|United Kingdom|BA.1.15.1|2022-02-14	99.6374737645487
EPI_ISL_10423344	BA.1.1.14	BA.1.1	BA.1.1_3	QEUH-36DF5C0|EPI_ISL_10423344|United Kingdom|BA.1.1.14|2022-02-13	99.6374737645487
EPI_ISL_10424800	BA.1.1	BA.1.1	BA.1.1_3	ALDP-36D7EDC|EPI_ISL_10424800|United Kingdom|BA.1.1|2022-02-13	99.6374737645487
EPI_ISL_10425287	BA.1.1.15	BA.1.1	BA.1.1_3	QEUH-36CCA9A|EPI_ISL_10425287|United Kingdom|BA.1.1.15|2022-02-12	99.6374737645487
EPI_ISL_10426652	BA.1.1	BA.1.1	BA.1.1_2	QEUH-36CE078|EPI_ISL_10426652|United Kingdom|BA.1.1|2022-02-12	99.6374737645487
